Id,Prediction
0,0.9977980706114368
1,0.9998651660512416
2,0.9997391429675119
3,7.140631012264886e-06
4,0.17381094410901504
5,0.9999092553461841
6,4.073466663551053e-05
7,0.00026758213359051575
8,0.9987495795104787
9,0.9980394668845185
10,0.9953732811721641
11,0.8906407355717119
12,9.04432356831091e-06
13,0.0001290187137399152
14,0.004248358382541877
15,0.949184624127278
16,0.9947192109099368
17,0.007633927950922169
18,3.812976999324043e-05
19,0.8246293600180206
20,0.00032586627729756573
21,0.005560748047564378
22,0.0039846113561131805
23,0.9999469802987649
24,1.2042569760205386e-05
25,0.004104605495510738
26,0.9907943283929046
27,0.3132062896605872
28,0.8511513917444903
29,0.9999155875591721
30,0.9941990220186909
31,0.9999781807874052
32,7.132745580355999e-05
33,0.9043059573729748
34,0.9994311541364634
35,0.00024626012886494995
36,0.9997822371747608
37,0.9999771572611038
38,0.9974902382150066
39,0.4615048810063422
40,0.9996992636665313
41,0.0432537591141786
42,6.087576346890021e-05
43,6.763338357895366e-06
44,0.0028417933603519887
45,0.0023606061606410195
46,0.7801665654427041
47,0.7516630573711223
48,0.9997724451731502
49,0.9999762588316383
50,0.9927988179040406
51,0.9999893642612494
52,0.995405748032436
53,3.2785816189255754e-05
54,0.9999742816003521
55,0.004262404033569562
56,0.9996336446245105
57,0.9911029669341754
58,0.9093202566981846
59,0.9991595904966049
60,3.5805353510298836e-06
61,0.0005687479333906639
62,0.9910822014631337
63,4.478786433355224e-06
64,0.996659209657644
65,0.9996842982353856
66,0.0012836194432482356
67,0.6780411102476823
68,0.9980911845193502
69,2.9876514862324096e-07
70,1.087045569891206e-05
71,0.9998332910872412
72,0.9997739990067445
73,0.9999992717733129
74,0.9993191406479518
75,0.9998591814602495
76,0.0006889219989147401
77,1.4666555794172933e-05
78,0.9999043833430858
79,0.9941915710779216
80,0.9982326971696514
81,0.0001322933082063379
82,0.010041252371125298
83,0.9975251733209992
84,0.9970089098301759
85,0.012217842886174201
86,0.9997998649216462
87,9.383129684786336e-05
88,0.9999711002824362
89,0.9994745260547038
90,0.9990558517428066
91,0.003038803522830049
92,0.00016478088751867886
93,0.9999470264755779
94,0.9965675874086121
95,0.902101599737023
96,6.4366803018591745e-06
97,0.9982707110511603
98,4.6780563009017793e-05
99,0.9999332129852663
100,0.008862352294936704
101,0.9996466268028936
102,0.9810776080707457
103,0.0020458628526678524
104,0.9962119931182191
105,9.40696887344384e-05
106,0.004295180944831539
107,0.9999656354396549
108,9.669908962378264e-05
109,0.999998650724186
110,0.9997322911257683
111,4.1940104446180744e-05
112,0.9997175269924551
113,0.007147700938458381
114,0.25529288190549687
115,1.8188178645580014e-05
116,0.02461794798128024
117,0.9963627568104266
118,0.8551826759199421
119,0.9975718524965632
120,0.06589648126672917
121,0.999997153637823
122,8.355707974416133e-06
123,0.993214128655506
124,0.9999909177771948
125,0.95443823543216
126,0.003361927364293402
